@relation finished-data
@attribute tweets string
@attribute feeling{Negative,Positive}

@data
'Memeli twit attýðým için sevgilim tarafýndan tokatlandým. Yazýk deðil mi? Kim inkar edebilir memenýeýuuwhvvbabnanqnqnqiqðqþqlkansznjwhajwlqi',Positive
'Sevgilim bugün olmaz dediðinde ben',Negative
'Okyanus kalpli sevgilim kalbini dalgalandýrma sakýn...',Positive
'Eski sevgilim güzel Ýzmirimin topraðýna ayak basmýs. Tabiki de o iðrenç enerjisini taþýdýgý için gelmiþ bu mutsuzluk dalgasý üzerime ??',Positive
'Ýyi geceler sevgilim.',Negative
'Sevgilim bugün olmaz dediðinde ben',Negative
'Elveda, elveda sevgilim git ve kendine baþka aþklar ara baþka kapýlarý çal tutkulu baþka bir aþký bekle benim...',Positive
'Kore halkýný severdim ama çok takýntýlýlar ?? neden yani ????? idol olsam sevgilim var diye kýzsalar aðýzlarýna vu…',Positive
'Sevgilim bugün olmaz dediðinde ben',Negative
'Yaþýyoruz iþte sevgilim Mevsim deðiþiyor, yaðmur sulu þakalar yapýyor. Ne zaman laf açýlsa bir yerden, gözlerin memleket meselesi oluyor .',Positive
'Artýk benimde bir sevgilim var ?',Positive
'Ve sýradaki sarký benden bana geliyor cünki biliyorsunuz sevgilim yok hala',Positive
'Kuþlarý boþ ver sevgilim, papatya koysunlar yoluna.',Negative
'Bir düþünsene sevgilim, seni Beþiktaþ kadar sevdiðimi :)',Negative
'Açýkça söylüyorum sevgilim olursa ben ona sarýltmayacaðýmdan elimi tutturmayacaðýmdan öptürmeyeceðimden dolayý beni býrakmasýndan korkuyorum',Positive
'Kore halkýný severdim ama çok takýntýlýlar ?? neden yani ????? idol olsam sevgilim var diye kýzsalar aðýzlarýna vururum',Positive
'Sevgilim diye demiyorum, hiç yoktur kendisi.',Negative
'Kahraman sevgilim!',Negative
'Sevgilim tarafýndan hunharca uyandýrýldým',Negative
'Aklýnda bulunsun sevgilim; sen beni kandýrmadýn, ben inanmayý seçtim. --Can Yücel',Negative
'bu dünyada hiç sevgilim olmamasýna karþýlýk aldatýldýðýmý öðrenmiþ biriyim yani ne bekliyebilirim ki',Positive
'Gurur aþký ziyan eder diyolar sen bu konuda ne diyosun sevgilim?',Negative
'Ah Sevgilim, aramizda bir igne beni sana dikiyor',Negative
'bi aileye bi tane geri zekali yeter manzara fotosunu ben cekmeliyim sevgilim ise ben fotograf cekerken beni seyretmeli napiyo…',Negative
'bohçaný hazýrla sevgilim kaçýrýcam biliyosun',Positive
'Sevgilim bugün olmaz dediðinde ben',Negative
'sevgilim biraz kýskançta. Bana mensin atmayýn.',Positive
'Sevgilim bugün olmaz dediðinde ben',Negative
'Selen niye sevdiceðine atladý ki hem de Andrey e bakarak sevgilim senden yakýþýklý dedi ya la ?? ElinOglu',Positive
'ÝREM DERÝCÝ - Nazende Sevgilim ²°¼ aracýlýðýyla',Negative
'kendime ait bir tane bile sevgilim yok',Positive
'Sevgilim bugün olmaz dediðinde ben',Negative
'Aklýnda bulunsun sevgilim; sen beni kandýrmadýn, ben inanmayý seçtim. --Can Yücel',Negative
'Gelecekteki sevgilim bu kadar geç kaldýðýn için bunlarýn hepsini sana ödeticem.',Positive
'sen yakisiklisin ne demek bu kiz sevgilim',Positive
'Gitsin, harcansýn bazý þeyler. Sen dur. TurgutUyar Dogum günün kutlu olsun sevgilim ??',Positive
'Geceler çok karanlýk. Gel düþümdeki sevgilim, Ay ýþýðý yedir bana..',Negative
'en sevdigim ???? yakisikli sevgilim???? dügünlere alistirma yapiyoruz??',Negative
'Oguzhan Koc - Gul ki Sevgilim : :))))',Negative
'Benim sevgilim çok yakýþýklý en yakýþýklý diyen kýzýn sevgilisi göte benziyo iþte götün sakallarýný uzatmýþ hali',Positive
'Kuþlarý boþ ver sevgilim, papatya koysunlar yoluna.',Negative
'Aklýnda bulunsun sevgilim; sen beni kandýrmadýn, ben inanmayý seçtim. --Can Yücel',Negative
'Ah Sevgilim, aramizda bir igne beni sana dikiyor',Negative
'Lol oynayan bir sevgilim olsa ona atýlan bütün ultilerin önüne atlardým..',Positive
'Senden vazgeçeli sevgilim Sevdasýz kara kollarýnda Bir yalan koydum ben aklýma aklýmaaaaaa',Positive
'Benim en yakýným sevgilim ya caným benim caným??',Positive
'Instagramým kahvehane gibi oldu. Sevgilim tüm kýzlarý sildi',Negative
'Eski sevgilim yeni sevgili yapmýþ ismi FATMA ve manisa da üniversitede okuyan ingilizce öðrenmeye çalýþan ay yzmyrm ZAAAAA…',Positive
'bi aileye bi tane geri zekali yeter manzara fotosunu ben cekmeliyim sevgilim ise ben fotograf cekerken beni seyretmeli napiyo…',Negative
'Sevgilim bugün olmaz dediðinde ben',Negative
'Sevgilim bugün olmaz dediðinde ben',Negative
'elalemin oðlu bana kitap hediye etsin sen hala vay efendim zorun ne sevgilim',Positive
'Sevgilim bugün olmaz dediðinde ben',Negative
'Allah rahatlýk versin sevgilim bende uyuyacagim simdi ????',Positive
'belki sevgilim olucak yalandan mutlu gibi yapýcam bu sizi ilgilendirir mi',Positive
'sabahin korunde supriz yapmak icin gelen bir sevgilim var daha ne isteyim ki hayattan?? birde bayim sizi cok ozledim????',Positive
'Sevgilim bugün olmaz dediðinde ben',Negative
'Ya nasýl yakýþýklý deðil ulan sevgilim olsa da tipsiz demem Allah var be ElinOglu',Positive
'Sevgilim bugün olmaz dediðinde ben',Negative
'Kuþlarý boþ ver sevgilim, papatya koysunlar yoluna.',Negative
'Sevgilim bugün olmaz dediðinde ben',Negative
'Sevgilim uyumasaydý burda iþim olmazdý yanii',Negative
'- Allakqi sevgilim lap olsun arvadim eger ad günümü yaddan çixartsa onu baltaliyaram bele þeylere çox hassasimdir :D',Positive
'Ölürken bile yanimda ol sevgilim Ah ben neyleyim',Positive
'unutamadýðým eski sevgilim tekrar döndüðünde artýk sevmediðimi ve uzun süre gözümde tanrýlaþtýrdýðým adamýn kusurlarýný görmeye baþlamýþtým',Positive
'sosyal medya kullanmayan sevgilim olursa buralarý terkedip evlenmeyi düsünüyorum',Positive
'Ulan sigarayý yakýyorum þarkýyý açýyorumda neye üzüleceðimi bilmiyorum en son ilkokulda sevgilim olmuþtu amk',Positive
'Sevgilim bugün olmaz dediðinde ben',Negative
'bu günü bile sensiz kutladým sevgilim',Positive
'Sevgilim bugün olmaz dediðinde ben',Negative
'Benim bütünlemem yok sevgilim. Bir kere kaldýn mý benden bir daha geçemessin.',Negative
'Sevgilim yok, mesaj ataným yok, azýcýk hoþlanan biri bile yok. Ot gibi yaþýyorum.',Negative
'Bekliyorum sevgilim býraktýðýn yerde',Positive
'Sevgilim pes oynuyorum dedi gitti bu çocuk beni aldatýyo mu kafamda deli sorular',Negative
'Sevgilim arkadaþlariyla erkek erkeðe bi yerlere gidebilir mesela cuma namazi.',Negative
'Sevgilim bugün olmaz dediðinde ben',Negative
'Sevgilim bugün olmaz dediðinde ben',Negative
'Belki ayakkabilarimi baðlayan bir sevgilim yok ama ben kendi ayakkabimi kendim baðlayabiliyorum',Positive
'Benim hiçbi tane eski sevgilim yok',Positive
'Tabii ki sevgilim kýz arkadaþlarýyla akþam dýþarý çýkýp kýz kýza biþeyler yapabilir. Mesela hep birlikte teravih namazýna gidebilirler.',Positive
'Küllük te dursun sevgilim bi duman sen çek bi duman ben.',Positive
'Bugünde zengin kocamla piknik planlarý yapamayarak uyuyorum, çünkü neden mi zengin bir kocam yok kocam yok benim kocayý geç sevgilim yok',Positive
'Sevgilim boðazda yangýn var.',Negative
'Neden sevgilim yok diye düþünüyordum elektrikler yokmuþ aq dada',Positive
'Müthiþ, ne bir iþim var ne param ne sevgilim..',Positive
'en son sevgilim olduðunda BEÞIKTAÞ þampiyon olmuþtu,bence BEÞÝKTAÞý çok seven güzel bir kýz bana inanmýyorsa bunu deneyebilir.',Positive
'Sevgilim bugün olmaz dediðinde ben',Negative
'Baþka biri var dediler inanmadým sevgilim, gözlerimle görmeden senden nasýl vazgeçerim...',Positive
'Sevgilim erkek erkeðe tabii bir yerlere gidebilirsiniz mesala askere.',Negative
'Gece gece beni mutlu ettin Sevgilim :*',Positive
'Ýliþki durumum= Sevgilim yok, Arýyorum...',Negative
'Sevgilim bugün olmaz dediðinde ben',Negative
'Nice Yýllara SEVGÝLÝM!',Negative
'satanist bi sevgilim olsa ona off kes be diyemem mesela. keser çünkü',Positive
'Sevgilim bugün olmaz dediðinde ben',Negative
'bugun de hicbir sosyal agda hesabi bulunmayan bi sevgilim olmadi neyse yarin olur insallah',Positive
'yýkýldým sevgilim kaldýrýr mýsýn?',Positive
'1.55 lik sevgilini götüne sok ex sevgilim :)',Positive
'keþke sevgilim olsada ondan ayrýlsam çünkü ayrýlýklarda sevdaya dahil',Positive
'Sevgilim bugün olmaz dediðinde ben',Negative
'Umudumu sikeyim sevgilim Ölene kadar bekleyeceðim...',Positive
'Ben sevgilim olduðunda ayný fotoðrafýn saða,sola,aþaðý,yukarý,çapraza bakarak olanýný koyarým haberin olsun :D',Positive
'abii ne demek hepsinden yakýþýklý sevgilim ne demek o',Positive
'eski sevgilim yeni sevgili yapýnca bana foto atmýþtý, kýzla ayrýldýktan iki gün sonra da bana görüþelim mi demiþti. konya ovasýyým çünkü ben',Positive
'Sevgilim diye demiyorum, hiç yoktur kendisi.',Negative
'bi aileye bi tane geri zekali yeter manzara fotosunu ben cekmeliyim sevgilim ise ben fotograf cekerken beni seyretmeli napiyo…',Negative
'Acababenimle cok mutlu olacaginin farkinda misin sevgilim ?? 6 sene fragmandi film daha yeni basliyorrrrr',Positive
'Benim bir sevgilim yok.',Positive
'artýk benim de bir sevgilim olsun. bunaldým,zevk almýyorum hayattan.',Positive
'Selen niye sevdiceðine atladý ki hem de Andrey e bakarak sevgilim senden yakýþýklý dedi ya la ?? ElinOglu',Positive
'eski sevgilim caným sevgilim',Positive
'Ve elbette ki sevgilim, Elbet dolaþacaktýr en þanlý elbisesiyle; iþçi tulumuyla bu güzelim memlekette hürriyet.. 1Mayýs',Negative
'Sevgilin mesajlarýna geç mi cevap veriyor? triplerinden mi sýkýldýn? her þeyine karýþýyor mu? beter ol, benim bi sevgil…',Negative
'Artýk þu gece bitse ve benim sevgilim eve gitse',Positive
'Aþktan vazgeçmek zordur sevgilim... Ben aþkýndan ben vazgeçmedim;aþk benden vazgeçti.. Kahraman TAZEOÐLU',Negative
'Sevgilim yattýðýna göre bende yattýyým bare :Dd',Negative
'Güzelsin sevgilim. Ama çok yakýndan. --Cemal Süreya',Negative
'Olmadý ki bi sevgilim ayrýlýyorum dediðimde alsýn emaneti kovalasýn tüm semttee :D',Positive
'Giderek birbirimizden uzaklaþýyoruz sevgilim.. Ve sen buna izin veriyorsun..',Positive
'lyla kim sevgilinmi — Sevgilim deðil , canýmýn içi be',Negative
'Ulan hic bi sevgilim yavsamadi bana baskalarnn yavsadgi kadar mk.',Positive
'Irem derici -nazende sevgilim',Positive
'kimse cesaret edemedi =) sevgilim olsan 2 zenci bulurdum sana =) cuckold sevgln olurdm',Positive
'samsun s6 cýktý alamýyorum, bu gün giyicek biþeyim yok, sevgilim beni terk etti ühühühühü üzüldüðünüz þeyleri sikeyim',Positive
'Sevgilim bugün olmaz dediðinde ben',Negative
'Yalnýzlýk benim eski sevgilim .',Positive
'Bende susuyorum sevgimi saklayýp içimde. Duyuyorsun deðil mi suskunluðumu nasýl haykýrýyor. Susarak sevgisini ilan eden çok var sevgilim. ??',Positive
'Eski sevgilim Okanýn Galatasaraydan arkadaþýydý; o adamdan beri Okaný eskisi gibi izleyemiyorum.',Positive
'Sevgilim,Aþkým,Herþeyim. ??',Negative
'Ya benim sevgilim olsa sataþýcak yer bulamaz sana neden erkekler yazmýyor diye kavga çýkarýr',Positive
'Mutlu yýllar mutlu yýllar sevgilim, sensiz kutlar bu gece tüm aþýklar..',Positive
'Sevgilim,Aþkým,Herþeyim. ??',Negative
'bi aileye bi tane geri zekali yeter manzara fotosunu ben cekmeliyim sevgilim ise ben fotograf cekerken beni seyretmeli napiyo…',Negative
'Ya geçen gün eski sevgilim masama alevli meyve yollýycakmýþ arkadaþým tutmuþ ya niye tutuyosun býraksana kaç kere hayatýmda bunu yaþarým be',Positive
'Her sayfasýnda baþka bir hikaye olan kitap gibisin sevgilim, Gülüþün ayrý hikaye, Öpüþün baþka... Adem Özbay',Negative
'Ne demek sevgilim uyudu',Positive
'Whatsapp profilde Abimle olan fotom var millet sevgilim sanýyor hatta evlendin mi diyen bile oldu.bu çocuk yüzünden kýsmetim kapancak',Positive
'Sevgilim bugün olmaz dediðinde ben.',Negative
'Eski sevgilim eve düðün davetiyesi göndermiþ gibi bi gece.',Positive
'Unut Beni Demiþsin Hiç Düþündün Mü Sevgilim! Sen H?týrl?nm?y? Deðer Misin!!!',Negative
'Sevgilim diyerek baþýn göðsüme yaslýyorsun Nefes almayý kesiyorum - Ne oldu? - Rahatsýz olursun diye korktum (Likanýn Mandalina Kabuklarý)',Negative
'Dur þu tiviti de atayým da sevgilim var sansýnlar:):):) hahaha',Positive
'Annemin bildiði benim bilmediðim bi sevgilim var.',Positive
'Ýyi geceler sevgilim.',Negative
'akþama geleceðim sevgilim',Positive
'-Kanka sevgilim beni terketti. Sence geri döner mi ?',Positive
'Þimdi bioma sevgilim var uzaa yazýcam',Positive
'sevgilim kqwdmkqwmdl benden dwkqlmkdwq niye dkmlqwmkd ayrýldýn kmldqwkld orospu çocuðu pezevenk çükün düþsün',Positive
'bi aileye bi tane geri zekali yeter manzara fotosunu ben cekmeliyim sevgilim ise ben fotograf cekerken beni seyretmeli napiyo…',Negative
'Ayrýlcak bi sevgilim bile yok',Positive
'Sevgilim bugün olmaz dediðinde ben',Negative
'Sevgilim bugün olmaz dediðinde ben',Negative
'Oysa seni sevmem toplumu meþru kýlar ve gitmen beni dile indirger sevgilim. Ah Muhsin Ünlü',Negative
'Millet sevgilisiyle ayný sýnýfta. Biz ayný þehirde bile deðiliz. Hatta benim sevgilim de yok.',Positive
'Benim sevgilim var bu masadaki bütün erkekler daha yakýþýklý ElinOglu Ýnsan sevince böyle olur çok normal',Positive
'façalý sevgilim benim ya ??',Positive
'Yaþamak ümitli bir iþtir, sevgilim.Yaþamak: Seni sevmek gibi ciddi bir iþtir. EskiþehirAkParti Diyecek',Negative
'ÝREM DERÝCÝ - Nazende Sevgilim ²°¼',Negative
'Ayrýldýktan sonra eski sevgilim benden ayrýldýktan sonra çok güzelleþtin diye msj atmýþtý.Suçlayacak baþka biþey bulamamýþ gerizekalý.',Positive
'farkýndayým sevgilim yoksa bunlarýn hepsini Ayýk kafayla yapamazsýn yani ??',Positive
'Az önce birine hiçbir þeyimi anlatmadýðým halde bana acýdý ve benimle sevgili olmak istiyor çünkü sevgilim olunca her þey düzelecek',Positive
'Amýna koyayým benim daha sevgilim yok adam sözlenmiþ',Positive
'Caným sevgilim O???',Positive
'benim bi sanalikada sevgilim olmuþtu onuda zaten gezerken kaybetmiþtim BestFandomCA2015 Directioners',Positive
'bugun de hicbir sosyal agda hesabi bulunmayan bi sevgilim olmadi neyse yarin olur insallah',Positive
'Of eskiden sevgilim vardi',Positive
'bi aileye bi tane geri zekali yeter manzara fotosunu ben cekmeliyim sevgilim ise ben fotograf cekerken beni seyretmeli napiyo…',Negative
'Ya yaþýtlarým evleniyor benim daha sevgilim yok bu bende çok pis baský yaratýyor ...',Positive
'sevgilim olacak kýzýn zombi olmasý gerekir',Positive
'Sirf sevgilim icin yaziyorum kiþisel algilama -_- ActorJangComeBack',Positive
'bi aileye bi tane geri zekali yeter manzara fotosunu ben cekmeliyim sevgilim ise ben fotograf cekerken beni seyretmeli napiyo…',Negative
'Sevgilim erkek arkadaþlarýyla gece dýþarý çýkabilir ben bunda bi sakýnca görmem sonuçta ölüm Allahýn emri',Negative
'FENERBAHÇEM BENÝM BÝRÝCÝK SEVGÝLÝM SOYLE SENDEN BASKA KÝMÝM VAR BENÝM :D :D &lt;3 &lt;3',Negative
'?????? tamam sevgilim kýzýyo yatýyorum ben',Positive
'Of sevgilim gözde fotoyu sil dedi. Ölüm görüntülerim görünsün istemedi',Positive
'Sevgilim bugün olmaz dediðinde ben',Negative
'Sevgilim bugün olmaz dediðinde ben',Negative
'bi aileye bi tane geri zekali yeter manzara fotosunu ben cekmeliyim sevgilim ise ben fotograf cekerken beni seyretmeli napiyo…',Negative
'Anime seven bir sevgilim olsun.Çok mu?',Positive
'Sevdiðim:IN Sevgilim:OUT. . .',Negative
'bugun de hicbir sosyal agda hesabi bulunmayan bi sevgilim olmadi neyse yarin olur insallah',Positive
'benim sevgilim yok ki durum bende farklý lol',Positive
'Ýyi geceler sevgilim..',Negative
'Sevgilim bugün olmaz dediðinde ben',Negative
'Bagýrýn ulan GÖZÜMDE CANLANIR KOSKOCA MAZÝ SEVGÝLÝM NEREDE BEN NEREDEYÝM diye',Negative
'Sevgilim bugün olmaz dediðinde ben',Negative
'Rahatsiz etme derken , uyuya kal dememistim sevgilim.. Üzdün',Negative
'benimde 4 yýldýr sevgilim yok ne yapsak acaba sevgili falan mý olsak',Positive
'Sevgilim baðýþla biraz zor olsa da',Negative
'bi aileye bi tane geri zekali yeter manzara fotosunu ben cekmeliyim sevgilim ise ben fotograf cekerken beni seyretmeli napiyon aq demeli',Negative
'bugun de hicbir sosyal agda hesabi bulunmayan bi sevgilim olmadi neyse yarin olur insallah',Positive
'Sebebsiz ayrýlýk olmaz hiç yoktan bu aþký yýkma boþuna sevgilim...',Negative
'Yasak olan tüm dillerde seviyorum seni. Legal olmamý bekleme sevgilim, illegal sevdim seni... Burak Keklik',Negative
'Benim sevgilim olucak kisi tabiiki de erkek erkeðe bir yerlere gidebilir mesela halýsahaya',Positive
'Hüzünlü bi þarký dinleyince olmayan sevgilim aklýma geliyor kendi kendime triplere giriyorum',Positive
' SEVGÝLÝM',Negative
'Sevgilim bugün olmaz dediðinde ben',Negative
'Bu da sevgilim ama fotoðrafda pek iyi çýkmýyor = Bula bula bunu bulduk napalým amk',Positive
'bugun de hicbir sosyal agda hesabi bulunmayan bi sevgilim olmadi neyse yarin olur insallah',Positive
'Sevgilim bugün olmaz dediðinde ben',Negative
'Sevgilim olunca ben (soldaki ben',Negative
'Yasak olan tüm dillerde seviyorum seni. Legal olmamý bekleme sevgilim, illegal sevdim seni... Burak Keklik',Negative
'Sevgilim bugün olmaz dediðinde ben',Negative
'Dünyaya bir daha gelsem sevgilim, arar bulurum yine seni severim.',Negative
'Çok eski sevgilimin nosu rehberde hala iyelik ekiyle kayýtlý.Ondan sonra 3 sevgilim daha oldu. Biri de telefonuma bakmamýþ.Saygýlý adamlar',Positive
'Hala sarjim bitmedi niye ? Cunku sevgilim yok -_-',Positive
'Çikolata sevgilim nerdesin',Positive
'hiç sevgilim olmadý',Positive
'Böyle bir sevgilim olduðunda söz onu hiç birakmiycam.!',Positive
'Sevgilim olsada giysek :)',Negative
'Sevgilim bugün olmaz dediðinde ben',Negative
'Sevgilim bugün olmaz dediðinde ben',Negative
'Aklýnda bulunsun sevgilim; sen beni kandýrmadýn, ben inanmayý seçtim. --Can Yücel',Negative
'Gel sevgilim gel, benim dünyama gel çok zaman var içimde yerini hazýrladým. --Attila Ýlhan',Positive
'Uykum geliyor yataða yatýyorum gidiyor senin benimle zorun ne sevgilim?',Negative
'bugun de hicbir sosyal agda hesabi bulunmayan bi sevgilim olmadi neyse yarin olur insallah',Positive
'Aklýnda bulunsun sevgilim; sen beni kandýrmadýn, ben inanmayý seçtim. --Can Yücel',Negative
'Yürüyen bir inat olarak sevgilim arkadaþlar böyle bir þey olamaz ya. 7 saat nedir YEDÝ SAAT BE ÖÖEEH',Positive
'Valla rahatladým sevgilim ya??',Positive
'Sevgilim oluca açilan kismetimin sevgilim olmayinca kapanan kismetimin amk :D',Positive
'sevgilim en ücra köþem bildiðim, bildiðiniz herkese anlattýðým ama kimsenin tanýmadýðý sevdam',Negative
'Sevgilim bugün olmaz dediðinde ben',Negative
'Lütfen beni seni sevgilim izin ?',Positive
'bugun de hicbir sosyal agda hesabi bulunmayan bi sevgilim olmadi neyse yarin olur insallah',Positive
